from,to
"Everyone at the meeting was addressed by their academic title except for me although I am a doctor as well, but I nevertheless decided not to correct them.","Vsi na sestanku so bili nagovorjeni s svojim akademskim nazivom, razen mene, čeprav sem tudi jaz zdravnik, vendar sem se kljub temu odločil, da jih ne bom popravil."
"I don't like to pick flowers, I feel sorry for them.","Ne maram nabirati cvetja, žal mi je."
I have always motivated those around me to not be afraid to speak up.,"Vedno sem motiviral tiste okoli sebe, da se ne bojijo govoriti."
I didn't want my lover to hurt me.,"Nisem hotel, da bi me moj ljubimec poškodoval."
I was achieving so many goals but I didn't say anyone so nobody would feel endangered by me.,"Dosegel sem toliko ciljev, vendar nisem rekel nikogar, da se nihče ne bi počutil ogroženega zaradi mene."
I've never had a problem with public speaking.,Nikoli nisem imel težav z javnim nastopanjem.
I like to race with others because it motivates me to achieve better results.,"Rad dirkam z drugimi, ker me motivira, da dosežem boljše rezultate."
I was so angry that the beauty salon was closed.,"Bil sem tako jezen, da je bil kozmetični salon zaprt."
Why would I need to talk about my feelings?,Zakaj bi morala govoriti o svojih občutkih?
I did not listen to them because I knew I was right.,"Nisem jih poslušal, ker sem vedel, da imam prav."
I signed up for a ballet class to increase my core strenght and balance.,"Prijavil sem se na baletni tečaj, da bi povečal moč in ravnotežje."
I never lacked courage.,Nikoli mi ni manjkalo poguma.
I could not decide so I just went with their idea.,"Nisem se mogel odločiti, zato sem šel z njihovo idejo."
I like to read a lot of non-fiction books.,Rad berem veliko nefikcijskih knjig.
I've always considered sex to be the alpha and omega of any relationship.,"Vedno sem menil, da je seks alfa in omega vsakega odnosa."
I never trusted in monogamy.,Nikoli nisem zaupal v monogamijo.
"I would have rested, but the house needed a clean-up.","Počival bi, vendar je hiša potrebovala čiščenje."
"I took the initiative to learn about different cultures and perspectives, expanding my empathy and understanding of people from diverse backgrounds.",Prevzel sem pobudo za spoznavanje različnih kultur in perspektiv ter razširil svojo empatijo in razumevanje ljudi iz različnih okolij.
"As the executive director of this company, I take the most important decisions regarding our future.",Kot izvršni direktor tega podjetja sprejemam najpomembnejše odločitve glede naše prihodnosti.
I did not have enough strength to swim across the lake and had to return.,Nisem imel dovolj moči za plavanje čez jezero in sem se moral vrniti.
I asked for more samples of the face cream.,Prosil sem za več vzorcev kreme za obraz.
I always played by the rules.,Vedno sem igral po pravilih.
"I'm convinced that if I didn't go to work the same way, it would bring me bad luck.","Prepričan sem, da če ne bi šel na delo na enak način, bi mi to prineslo slabo srečo."
"If I broke the rules, I couldn't expect others to follow them.","Če bi kršil pravila, nisem mogel pričakovati, da jih bodo drugi upoštevali."
I always knew how to deal with people.,Vedno sem znala ravnati z ljudmi.
I was always prone to impulse purchases.,Vedno sem bil nagnjen k impulzivnim nakupom.
I knew how to save money.,"Vedela sem, kako prihraniti denar."
"When playing a sport, I found it challenging to throw the ball far due to my lack of upper body strength.","Ko sem se ukvarjal s športom, se mi je zdelo težko metati žogo daleč zaradi pomanjkanja moči zgornjega dela telesa."
I like seeing naked bodies.,Rad vidim gola telesa.
When I saw the baby I could not contain my excitement.,"Ko sem zagledal otroka, nisem mogel zadržati navdušenja."
I like to take risks and pursue new opportunities.,Rad tvegam in iščem nove priložnosti.
I could easily recall that mathematical formula off the top of my head.,Zlahka se spomnim te matematične formule na vrhu glave.
"I'm expected to prioritize the family's needs over personal desires, so I didn't buy that phone.","Pričakuje se, da bom družinskim potrebam prednost pred osebnimi željami, zato tega telefona nisem kupil."
"I didn't take that job, because my partner was against it.","Nisem prevzel te službe, ker je bil moj partner proti."
I inspired my colleagues to strive for excellence and teamwork.,"Svoje kolege sem navdihnil, da si prizadevajo za odličnost in timsko delo."
"I was extremely fast, my physical strength and explosive power propelled me to victory","Bil sem izjemno hiter, moja fizična moč in eksplozivna moč so me pognali do zmage"
I engaged in open and non-judgmental conversations with individuals who held different opinions or beliefs.,"Sodeloval sem v odprtih in neobsojočih pogovorih s posamezniki, ki so imeli različna mnenja ali prepričanja."
I never stressed much.,Nikoli nisem veliko stresal.
I brought a lot of investment into the company.,V podjetje sem prinesel veliko naložb.
"I like people, so I think I would be a great interpreter.","Všeč so mi ljudje, zato mislim, da bi bil odličen tolmač."
I am the manager of this company.,Jaz sem vodja tega podjetja.
I was screaming when they hit that car.,"Kričal sem, ko so udarili v ta avto."
I never worry about what others think.,"Nikoli me ne skrbi, kaj mislijo drugi."
"There is no shame in having varied sexual life, I took pride in it when I was young.","Ni sramota, če imam raznoliko spolno življenje, nanj sem bil ponosen, ko sem bil mlad."
The hike was not hard but still took a lot of my energy.,"Pohod ni bil težak, vendar mi je vseeno vzel veliko energije."
I stayed up all night worrying about the job interview although I knew it did not matter whether I slept or not.,"Vso noč sem ostala budna in skrbela za razgovor za službo, čeprav sem vedel, da ni pomembno, ali spim ali ne."
I miss company - I wish I had a friend here.,"Pogrešam družbo - želim si, da bi imel tukaj prijatelja."
I preferred cleaning the house and not going out.,Raje sem čistila hišo in ne hodila ven.
"I made the cake, but didn't eat it to stay slim.","Torto sem naredila, vendar je nisem pojedla, da bi ostala vitka."
I was never afraid of heights.,Nikoli se nisem bal višine.
"I tried to be friendly, although they didn't want to chat.","Poskušal sem biti prijazen, čeprav niso hoteli klepetati."
I have had so many relationships that I could write a book about it.,"Imel sem toliko odnosov, da bi lahko o tem napisal knjigo."
I decided to buy an album and collect stickers.,Odločil sem se kupiti album in zbrati nalepke.
"Since I started to play football, I have stronger legs.","Odkar sem začel igrati nogomet, imam močnejše noge."
"I was popular, because I always looked good.","Bil sem priljubljen, ker sem vedno izgledal dobro."
I am open to different experimentation in the field of sex.,Odprt sem za različna eksperimentiranja na področju seksa.
I invited my partner to the cinema.,Svojega partnerja sem povabil v kino.
I would never leave home without making sure that I look presentable.,"Nikoli ne bi zapustil doma, ne da bi se prepričal, da izgledam reprezentativno."
I loved sports when I was younger.,"Šport sem imel rad, ko sem bil mlajši."
I am confident with my body.,Samozavestna sem v svoje telo.
I initiated a conversation with a neighbor who was going through a difficult time.,"Začel sem pogovor s sosedom, ki je šel skozi težke čase."
I hated that there was no mirror there because I didn't know how I looked.,"Sovražil sem, da tam ni ogledala, ker nisem vedel, kako izgledam."
I have always been admired by my friends and family for my looks.,Vedno so me prijatelji in družina občudovali zaradi mojega videza.
"I shouldn't be so loud, because people don't like it.","Ne bi smela biti tako glasna, ker ljudem ni všeč."
I enjoyed the confidence boost that came from receiving compliments about my good looks.,"Užival sem v povečanju samozavesti, ki je nastal zaradi prejemanja komplimentov o mojem lepem videzu."
I loved my body.,Ljubil sem svoje telo.
"I didn't believe them, because they based their opinions on gossip.","Nisem jim verjel, ker so svoja mnenja temeljili na ogovarjanju."
I am good at socialising.,Dober sem v druženju.
It would be great if I could be a kid forever.,"Lepo bi bilo, če bi lahko bil za vedno otrok."
I was being silly.,Bil sem neumen.
I kept my clothes and linens clean and organized,Oblačila in posteljnino sem ohranila čista in organizirana
I've started rewarding people for their extra work.,Začel sem nagrajevati ljudi za njihovo dodatno delo.
I always carried wet napkins with me.,Vedno sem nosila mokre prtičke s seboj.
I made sure my children went to the best school.,"Poskrbel sem, da so moji otroci šli v najboljšo šolo."
I'm simply the best.,Jaz sem preprosto najboljši.
"When I saw a woman being beaten in the street, I immediately ran there.","Ko sem videl žensko, ki jo pretepajo na ulici, sem takoj stekel tja."
"I enjoyed sex and was ready to have it anytime, anywhere.",Užival sem v seksu in bil pripravljen ga imeti kadarkoli in kjerkoli.
I finally saved the company.,Končno sem rešil podjetje.
I got a henna tattoo while on vacation.,Med počitnicami sem dobila tetovažo kane.
I don't like to talk about my feeling at all.,Sploh ne maram govoriti o svojih občutkih.
"My friend really inspires everyone around me, such a leader.","Moj prijatelj resnično navdihuje vse okoli mene, takšen vodja."
I was so angry I was screaming into my pillow.,"Bila sem tako jezna, da sem kričala v blazino."
I always did my homework on time.,Domače naloge sem vedno opravil pravočasno.
"I'm directive at work, and caring at home.",Sem direktiv v službi in skrbim doma.
I like to take long baths with essential oils and salt.,Rad se dolge kopeli z eteričnimi olji in soljo.
Do you think I'm friendy?,"Se ti zdi, da sem prijazen?"
I left my business card at your office.,Svojo vizitko sem pustila v vaši pisarni.
I've decided to sort my wardrobe twice a year and give things to charity.,"Odločil sem se, da bom dvakrat letno razvrstil svojo garderobo in stvari podaril v dobrodelne namene."
I did not even need help with assembling the furniture.,Sploh nisem potreboval pomoči pri sestavljanju pohištva.
I effortlessly lifted the weight above my head.,Brez truda sem dvignil težo nad glavo.
I like to clean the house when nobody's home.,"Rad čistim hišo, ko nikogar ni doma."
I went skydiving with my friends.,S prijatelji sem šel na padalo.
I like it when I see that I have helped someone.,"Všeč mi je, ko vidim, da sem nekomu pomagal."
"I would never allow anyone else to drive my car, I think nobody would be better driven than I am.","Nikoli ne bi dovolil, da bi kdo drug vozil moj avto, mislim, da nihče ne bi bil bolje vozil kot jaz."
I'm addicted to sex.,Zasvojen sem s seksom.
I became a CEO when I was only thirty years old.,"Direktor sem postal, ko sem bil star komaj trideset let."
Did you change the oil in our car?,Ste zamenjali olje v našem avtomobilu?
Do you think I am strong enough?,"Se ti zdi, da sem dovolj močan?"
"I didn't know what to do, because I couldn't defend myself.","Nisem vedel, kaj naj storim, ker se nisem mogel braniti."
"I couldn't show them my real emotions, it'd be a sign of weakness.","Nisem jim mogel pokazati svojih pravih čustev, to bi bil znak šibkosti."
"As the leader, I took charge of the team, guiding them towards success with my strategic vision and decision-making skills.",Kot vodja sem prevzel odgovornost za ekipo in jih s svojo strateško vizijo in sposobnostmi odločanja vodil k uspehu.
