from,to
My responsibility was to provide money and I felt good because of it.,Mojou zodpovednosťou bolo poskytnúť peniaze a cítil som sa kvôli tomu dobre.
I always paid my interns.,Vždy som platil stážistom.
I always wanted to know how you kiss.,"Vždy som chcela vedieť, ako sa bozkávaš."
I'm a very polite person.,Som veľmi zdvorilý človek.
I called my friends to see if they would come over for dinner.,"Zavolal som svojim priateľom, aby som zistil, či prídu na večeru."
I bought LEGO even though I’m an adult.,"Kúpil som si LEGO, aj keď som dospelý."
I knew that my confidence was very sexy.,"Vedel som, že moja dôvera je veľmi sexy."
I liked porn and even knew a lot of pornstars by name.,Páčilo sa mi porno a dokonca som poznal veľa pornohviezd podľa mena.
I took care of my looks.,Postaral som sa o svoj vzhľad.
"I led by example, demonstrating integrity and accountability in every action I took.","Išiel som príkladom a preukázal som integritu a zodpovednosť pri každom konaní, ktorý som podnikol."
I like giving orders.,Rád dávam rozkazy.
I managed our financial portfolio.,Spravoval som naše finančné portfólio.
I decided to build the house on my own.,Rozhodol som sa postaviť dom na vlastnú päsť.
I knew I could make a team and lead everyone.,"Vedel som, že môžem vytvoriť tím a viesť všetkých."
"I had to remind my partner to take a shower, although I never forget to take it myself.","Musel som svojmu partnerovi pripomenúť, aby sa osprchoval, aj keď si ju nikdy nezabudnem vziať sám."
I knew they stole it because of the evidence so I went to court,"Vedel som, že ho ukradli kvôli dôkazom, tak som išiel na súd"
"I've been told that I'm beautiful, because of my appearance and kind demeanor.","Bolo mi povedané, že som krásna kvôli svojmu vzhľadu a láskavému správaniu."
I'm a manager and I would never go to work in shorts.,Som manažér a nikdy by som nechodil do práce v šortkách.
I like to do adrenaline sports.,Rád robím adrenalínové športy.
I saw a movie where dog dies and I cried all week.,"Videl som film, kde pes zomrie a celý týždeň som plakal."
I was worried about their health.,Bála som sa o ich zdravie.
"As the waves crashed against the rocks, I paddled out on my surfboard, fearless and determined.","Keď vlny narazili na skaly, pádloval som na surfovej doske, nebojácny a odhodlaný."
I joined a swingers party.,Pripojil som sa k swingers party.
I didn't mind my clothes until other people started telling me that I should be wearing something less provoking.,"Nevadilo mi moje oblečenie, kým mi iní ľudia nezačali hovoriť, že by som mal nosiť niečo menej provokujúce."
They are my bosses - how could I have refused?,Sú to moji šéfovia - ako som mohol odmietnuť?
I would gladly make out with the one over there!,Rád by som sa rozišiel s tým tamojším!
I would never be influenced by the opinions of others.,Nikdy by som nebol ovplyvnený názormi iných.
"I was angry, because I knew I could handle it but they didn't let me.","Bol som naštvaný, pretože som vedel, že to zvládnem, ale oni mi to nedovolili."
"Rationality wasn't my strength, that's why I made so many mistakes.","Racionalita nebola moja sila, preto som urobil toľko chýb."
"Before assembling the wardrobe, I read the manual.",Pred zostavením šatníka som si prečítal príručku.
I volunteered at a local charity event to get to know other people.,"Dobrovoľne som sa zúčastnila miestnej charitatívnej akcie, aby som spoznala iných ľudí."
They were scared of me because I had a strong body.,"Báli sa ma, pretože som mala silné telo."
I told them to get balloons for the prank.,"Povedal som im, aby si na žart dostali balóny."
I feel competent to work on that task.,Cítim sa kompetentný pracovať na tejto úlohe.
I like family gatherings where we are all together.,"Mám rád rodinné stretnutia, kde sme všetci spolu."
I was professional in the long jump.,Bol som profesionálny v skoku do diaľky.
I would do anything to get what I want.,"Urobil by som čokoľvek, aby som dostal to, čo chcem."
I am better than everyone in this room.,Som lepší ako všetci v tejto miestnosti.
I wore the new clothes to the party.,Na večierok som si obliekla nové oblečenie.
"I obsessively checked my phone for messages, even though I knew it was irrational to constantly seek validation and attention from others.","Obsedantne som skontroloval, či v telefóne neobsahuje správy, aj keď som vedel, že je iracionálne neustále hľadať potvrdenie a pozornosť ostatných."
I could never go outside looking that ugly!,Nikdy by som nemohol ísť von a vyzerať tak škaredo!
I couldn't just go to the movies alone.,Nemohla som ísť len tak do kina sama.
I am physically weak.,Som fyzicky slabý.
I didn't believe in astronomy.,Neveril som v astronómiu.
Do you like when I put effort into dressing up when we're going on a date or it doesn't matter to you?,"Páči sa vám, keď sa snažím obliekať, keď ideme na rande, alebo vám na tom nezáleží?"
My high sex drive often created unrealistic expectations so I was unable to maintain a healthy relationship.,"Moja vysoká sexuálna túžba často vytvárala nereálne očakávania, takže som nebol schopný udržať zdravý vzťah."
I paid the bail for my friend.,Zaplatil som kauciu za svojho priateľa.
"As I watched them dance, a primal urge awakened in me and I felt sexual desire.","Keď som ich sledoval tancovať, prebudilo sa vo mne prvotné nutkanie a cítil som sexuálnu túžbu."
I always wanted to have strong networks and connections in my industry.,Vždy som chcel mať silné siete a kontakty v mojom odvetví.
My leadership skills are very good and I knew I would become a manager one day.,"Moje vodcovské schopnosti sú veľmi dobré a vedel som, že sa jedného dňa stanem manažérom."
I like to dress professionally for work because I feel more confident.,"Rád sa profesionálne obliekam do práce, pretože sa cítim sebavedomejšie."
I felt happy to cook for nursery.,"Cítila som sa šťastná, že som varila do škôlky."
"The man said: ""I allowed others to take credit for my ideas or work.""","Muž povedal: „Dovolil som ostatným, aby si vzali uznanie za moje nápady alebo prácu.“"
"The man said: ""As the provider, I took pride in ensuring my family's financial stability by working hard and managing our finances wisely.""","Muž povedal: „Ako poskytovateľ som bol hrdý na to, že som zabezpečil finančnú stabilitu svojej rodiny tvrdou prácou a rozumným riadením našich financií.“"
"The man said: ""I obsessively checked my phone for messages, even though I knew it was irrational to constantly seek validation and attention from others.""","Muž povedal: „Posadnule som kontroloval svoj telefón, či neobsahuje správy, aj keď som vedel, že je iracionálne neustále hľadať potvrdenie a pozornosť od ostatných.“"
"The man said: ""I took care of my looks.""",Muž povedal: „Postaral som sa o svoj vzhľad.“
"The man said: ""I told them to get balloons for the prank.""","Muž povedal: „Povedal som im, aby si na žart dostali balóny.“"
"The man said: ""I didn't mind my clothes until other people started telling me that I should be wearing something less provoking.""","Muž povedal: „Nevadilo mi moje oblečenie, kým mi iní ľudia nezačali hovoriť, že by som mal nosiť niečo menej provokujúce.“"
"The man said: ""My high sex drive often created unrealistic expectations so I was unable to maintain a healthy relationship.""","Muž povedal: „Moja vysoká sexuálna túžba často vytvárala nereálne očakávania, takže som nebol schopný udržať zdravý vzťah.“"
"The man said: ""I signed up for the class even though I had no prior experience.""","Muž povedal: „Prihlásil som sa do triedy, aj keď som nemal žiadne predchádzajúce skúsenosti.“"
"The man said: ""I saw a movie where dog dies and I cried all week.""","Muž povedal: „Videl som film, kde pes zomrie a celý týždeň som plakal.“"
"The man said: ""I was so emotionally exhausted that I collapsed and had to be carried away from the ceremonial hall.""","Muž povedal: „Bol som tak emocionálne vyčerpaný, že som sa zrútil a musel som byť unesený z obradnej sály.“"
"The man said: ""I didn't believe in astronomy.""",Muž povedal: „Neveril som v astronómiu.“
"The man said: ""I was crying all the way home.""",Muž povedal: „Plakal som celú cestu domov.“
"The man said: ""I became accustomed to receiving compliments about my good looks, which boosted my self-esteem and confidence.""","Muž povedal: „Zvykol som si prijímať komplimenty za môj dobrý vzhľad, čo zvýšilo moje sebavedomie a sebavedomie.“"
"The man said: ""I feel competent to work on that task.""",Muž povedal: „Cítim sa kompetentný pracovať na tejto úlohe.“
"The man said: ""I embraced the power of the ocean, riding the waves with pure joy and no fear.""","Muž povedal: „Objal som silu oceánu, jazdil som na vlnách s čistou radosťou a bez strachu.“"
"The man said: ""I spent 200€ at the hairdresser.""",Muž povedal: „Strávil som 200 € v kaderníctve.“
"The man said: ""I would never be influenced by the opinions of others.""",Muž povedal: „Nikdy by som nebol ovplyvnený názormi druhých.“
"The man said: ""I'm a very polite person.""",Muž povedal: „Som veľmi zdvorilý človek.“
"The man said: ""I'm rational when solving any problem.""",Muž povedal: „Pri riešení akéhokoľvek problému som racionálny.“
"The man said: ""I've always liked colourful clothes since I was a kid, so I'm glad it's coming back into fashion.""","Muž povedal: „Vždy som mal rád farebné oblečenie od detstva, takže som rád, že sa vracia do módy.“"
"The man said: ""I led by example, demonstrating integrity and accountability in every action I took.""","Muž povedal: „Išiel som príkladom a demonštroval som integritu a zodpovednosť pri každom konaní, ktorý som urobil.“"
"The man said: ""I wanted to call my friend.""",Muž povedal: „Chcel som zavolať svojmu priateľovi.“
"The man said: ""I'm assertive enough to be in charge of a large group of people.""","Muž povedal: „Som dostatočne asertívny na to, aby som mal na starosti veľkú skupinu ľudí.“"
"The man said: ""I am a good negotiator.""",Muž povedal: „Som dobrý vyjednávač.“
"The man said: ""I was worried about their health.""",Muž povedal: „Bál som sa o ich zdravie.“
"The man said: ""I would never let myself be manipulated.""",Muž povedal: „Nikdy by som sa nenechal manipulovať.“
"The man said: ""I knew that I forgot to wash the windows.""","Muž povedal: „Vedel som, že som zabudol umyť okná.“"
"The man said: ""Sometimes I fought for money.""",Muž povedal: „Niekedy som bojoval o peniaze.“
"The man said: ""I bought LEGO even though I’m an adult.""","Muž povedal: „Kúpil som LEGO, aj keď som dospelý.“"
